"Frame";"Timestamp";"x";"y";"z"
0;0;-396,7;0,3;92
6;100;-396,9;0,3;91,5
12;200;-397,1;0,3;91,2
18;300;-397,3;0,3;90,7
24;400;-397,6;0,3;90
30;500;-397,9;0,2;89,3
36;600;-398,2;0,2;88,8
42;700;-398,4;0,2;88,4
48;800;-398,7;0,3;88
54;900;-398,9;0,2;87,7
60;1000;-399,1;0,1;87,3
66;1100;-399,3;0,2;87,1
72;1200;-399,4;0,1;86,7
78;1300;-399,6;0,3;86,4
84;1400;-399,7;0,2;85,9
90;1500;-399,9;0,2;85,7
96;1600;-400;0,2;85,7
102;1700;-399,9;0,2;85,6
108;1800;-400;0,3;85,6
114;1900;-400;0,2;85,7
120;2000;-400;0,3;85,7
126;2100;-400;0,2;85,6
132;2200;-400;0,3;85,6
138;2300;-400;0,3;85,6
144;2400;-400,1;0,2;85,4
150;2500;-400,1;0,2;85,3
156;2600;-400,2;0,2;85,4
162;2700;-400,1;0,3;85,4
168;2800;-400,1;0,2;85,5
174;2900;-400,1;0,2;85,5
180;3000;-400,1;0,3;85,6
186;3100;-400,1;0,2;85,5
192;3200;-400,1;0,3;85,6
198;3300;-400;0,2;85,7
204;3400;-399,8;0,3;86
210;3500;-399,6;0,2;86,4
216;3600;-399,4;0,2;87
222;3700;-399;0,3;87,7
228;3800;-398,7;0,2;88,3
234;3900;-398,2;0,4;89,1
240;4000;-398;0,3;89,8
246;4100;-397,7;0,4;90,2
252;4200;-397,5;0,3;90,5
258;4300;-397,3;0,3;90,9
264;4400;-397,2;0,4;91
270;4500;-397,1;0,3;91,3
276;4600;-397;0,4;91,5
282;4700;-396,8;0,3;91,8
288;4800;-396,9;0,4;91,8
294;4900;-396,9;0,3;91,7
300;5000;-397,1;0,3;91,5
306;5100;-397,3;0,4;91
312;5200;-397,4;0,3;90,4
318;5300;-397,7;0,3;89,9
324;5400;-398;0,3;89,3
330;5500;-398,2;0,2;88,8
336;5600;-398,5;0,2;88,3
342;5700;-398,7;0,2;88
348;5800;-398,9;0,2;87,7
354;5900;-399;0,2;87,3
360;6000;-399,2;0,2;87,1
366;6100;-399,4;0,2;86,8
372;6200;-399,5;0,2;86,4
378;6300;-399,6;0,2;86,1
384;6400;-399,8;0,2;85,8
390;6500;-399,8;0,2;85,5
396;6600;-400;0,1;85,5
402;6700;-399,9;0,2;85,5
408;6800;-400;0,2;85,5
414;6900;-400;0,2;85,6
420;7000;-400;0,2;85,6
426;7100;-400;0,2;85,5
432;7200;-400;0,2;85,5
438;7300;-400,1;0,2;85,5
444;7400;-400,1;0,2;85,3
450;7500;-400,1;0,2;85,2
456;7600;-400,1;0,2;85,3
462;7700;-400,1;0,3;85,3
468;7800;-400,1;0,2;85,4
474;7900;-400,1;0,2;85,5
480;8000;-400,1;0,2;85,5
486;8100;-400;0,2;85,4
492;8200;-400;0,2;85,6
498;8300;-399,9;0,2;85,8
504;8400;-399,7;0,3;86
